nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
CLUB MED|OPERADORA DE ALDEAS VACACIONALES SA DE CV|721111|Hoteles con otros servicios integrados|251 y más personas|AVENIDA|EJÉRCITO NACIONAL MEXICANO|CALLE|HEGEL|CALLE|LOPE DE VEGA|AVENIDA|HOMERO|418||1|21|0||COLONIA|POLANCO V SECC||||11520|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0783|022||JAZMIN.DURAN@CLUBMED.COM|WWW.CLUBMED.COM.MX|Fijo|19.4312916700000000|-99.185539960000000|2010-07
CHAYA BED BREAKFAST BOUTIQUE|BANANA CONSULTING SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|DOCTOR MORA|AVENIDA|HIDALGO|CALLE|CRISTÓBAL COLÓN|AVENIDA|BALDERAS|9||||0||COLONIA|CENTRO ZOCALO DF||||06050|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0733|005|||WWW.CHAYABB.COM|Fijo|19.4361460000000000|-99.146192030000000|2016-10
AQUA MÉXICO CITY HOTELS & SPA|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|AVENIDA|FEDERAL MÉXICO TOLUCA|AUTOPISTA|23|CALLE|B|CARRETERA|8|98||||0||COLONIA|BOSQUES DE LAS LOMA||||05120|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1379|025||VERONICA.AREVALO@POSADAS.COM||Fijo|19.3832886500000000|-99.251007610000000|2017-11
FAIRMONT RESERVACIONES HOTELERAS Y RESORT|ORGANIZACIÓN IDEAL S DE RL DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|AVENIDA|MAGDALENA|CALLE|LUZ SAVIÑÓN|CALLE|JESÚS URQUIAGA|CALLE|ROMERO DE TERREROS|125||||0||COLONIA|DEL VALLE NORTE||||03103|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0223|008||ALFREDO.SOBERANIS@MUNDOIMPERIAL.COM|WWW.PRINCESSMUNDOIMPERIAL.COM|Fijo|19.3956158100000000|-99.170688870000000|2010-07
HOTEL POLIMPO|IMPULSORA MEXICANA DE HOTELES SA|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|PETRÓLEOS MEXICANOS|EJE VIAL|3 NORTE (CALZADA SAN ISIDRO)|CALLE|MIGUEL LERDO DE TEJADA|AVENIDA|TEZOZÓMOC|90||||0|SN|COLONIA|AMPLIACIÓN PETROLERA||||02480|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|1023|007||HOTELPOLIMPO@GMAIL.COM||Fijo|19.4840464000000000|-99.195446940000000|2010-07
HOTEL REAL AZTECA|VILLAS &SUITES REAL AZTECA SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALZADA|CALZADA DE TLALPAN|CALLE|TLALMANALCO|AVENIDA|ESTADIO AZTECA|AVENIDA|ESTADIO AZTECA|3441||||||COLONIA|SANTA ÚRSULA COAPA||||04650|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|1124|011||REALAZTECA@HOTMAIL.COM||Fijo|19.3030772100000000|-99.146428780000000|2010-07
HOTEL REAL DEL SUR|COMERCIALIZADORA SESTAR SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALZADA|CALZADA DE TLALPAN|AVENIDA|DIVISIÓN DEL NORTE|CALZADA|CALZADA DE TLALPAN|AVENIDA|DIVISIÓN DEL NORTE|3640||||||COLONIA|EL RELOJ||||04620|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0696|029||||Fijo|19.3205611100000000|-99.138583860000000|2012-06
HOTEL RECREO|HOTEL REC SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|CALLEJÓN HORMIGUERO|CALLE|SAN MIGUEL|CALLE|ESCUELA MÉDICO MILITAR|AVENIDA|FRAY SERVANDO TERESA DE MIER|12||||0||COLONIA|CENTRO||||06090|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0979|006||HRECREO@HOTMAIL.COM||Fijo|19.4243607400000000|-99.131560210000000|2010-07
HOTEL QUINTA RUBI|HOTEL QUINTA RUBI SA|721111|Hoteles con otros servicios integrados|11 a 30 personas|CARRETERA|FEDERAL A CUERNAVACA|CALLE|ORQUÍDEA|CALLE|FLOR SILVESTRE|CALLE|ORQUÍDEA|5813||||||COLONIA|SAN PEDRO CHIMALCOYOTL||||14630|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|1744|040||HOTELQUINTARUBI@HOTMAL.COM||Fijo|19.2620888000000000|-99.174172600000000|2010-07
HOTEL RAMADA REFORMA|HOTEL JENA SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|PUENTE DE ALVARADO|EJE VIAL|1 PONIENTE (AVENIDA ROSALES)|CALLE|JESÚS DE TERÁN|CALLE|IGNACIO MARISCAL|22||||0|SN|COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0714|011||GERENCIA@RAMADAREFORMA.COM|WWW.RAMADAREFORMA.COM|Fijo|19.4379875100000000|-99.150450080000000|2010-07
HOTEL RANCHO SAN DIEGO|HOTEL RANCHO SAN DIEGO SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|KELVIN|CALLE|CALZADA GENERAL MARIANO ESCOBEDO|CALLE|HERSCHEL|CALLE|EUCLIDES|10||||301|3|COLONIA|ANZURES||||11590|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|068A|020||ventas1@hotmail.com||Fijo|19.4344899000000000|-99.181809050000000|2010-07
HOTEL RIAZOR|PROMOCIONES TURISTICAS RAJOJA SA|721111|Hoteles con otros servicios integrados|101 a 250 personas|VIADUCTO|MIGUEL ALEMAN|CALLE|TERRAPLÉN RÍO FRÍO|CALLE|PRIMERO DE MAYO|CALLE|UNIÓN|297||||0||COLONIA|LA CRUZ||||08310|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0274|012||FINANSAS@HOTELRIAZOR.COM.MX|WWW.HOTELRIAZOR.COM.MX|Fijo|19.4052916600000000|-99.118418900000000|2010-07
HOTEL RESIDENCIAL POLANCO|ADRIANA Y SUS ANGELES SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|ISSAC NEWTON|CALLE|FRANCISCO PETRARCA|AVENIDA|EJÉRCITO NACIONAL MEXICANO|CALLE|EJÉRCITO NACIONAL MEXICANO|272||||0||COLONIA|CHAPULTEPEC MORALES||||11570|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0660|017||RESIDENCIAPOLANCOHOTEL@GMAIL.COM||Fijo|19.4365973600000000|-99.184871450000000|2012-06
HOTEL RESIDENCIAL POLANCO|ADRIANA Y SUS ANGELES SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CERRADA|SEGUNDA CERRADA TANTOCO|PRIVADA|NINGUNO|CALLE|TANTOCO|CALLEJON|CALLEJÓN DEL TORO|0|SN|||0||COLONIA|SAN JERONIMO LIDICE||||10200|09|CIUDAD DE MÉXICO|008|La Magdalena Contreras|0001|La Magdalena Contreras|025A|003||RESERVASAGENCIASRP@GMAIL.COM||Fijo|19.3115931500000000|-99.240428850000000|2010-07
HOTEL RESTAURANTE DOMINGO SANTO|DOMINGO SANTO CIUDAD DE MEXICO  SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE CUBA|CALLE|SANTO DOMINGO|CALLE|PALMA NORTE|CALLE|BELISARIO DOMÍNGUEZ|96||||||COLONIA|CENTRO||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|012||RH@DOMINGOSANTO.COM||Fijo|19.4369642800000000|-99.134370990000000|2019-11
HOTEL REFORMA AVENUE|OPERADORA REFORMA AVENUE  SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|DONATO GUERRA|AVENIDA|PASEO DE LA REFORMA|CALLE|ABRAHAM GONZÁLEZ|AVENIDA|MORELOS|24||||0||COLONIA|COLONIA JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0803|011||RECPCION@HOTELREFORMA.COM.MX||Fijo|19.4335071400000000|-99.152400690000000|2010-07
HOTEL SAN LORENZO|HOTELES CARRIZO SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|ENNA|CALLE|ÁLAMOS|CALLE|NAVOJOA|CALLE|ZACANI|14||||||COLONIA|SAN LORENZO XICOTÉNCATL||||09500|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|0318|014||FACTURAS@HOTELSANLORENZO.COM.MX|WWW.HOTELSANLORENZO.COM.MX|Fijo|19.3804617500000000|-99.026524620000000|2010-07
HOTEL SANTA MARIA SA DE CV|HOTEL SANTA MARIA  SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|MANUEL CARPIO|CALLE|DOCTOR ENRIQUE GONZALEZ MARTINEZ|CALLE|DOCTOR ATL|CALLE|SALVADOR DÍAZ MIRÓN|82||||||COLONIA|SANTA MARIA LA RIBERA||||06400|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0485|001||HOTELSANTAMARIA2000@GMAIL.COM||Fijo|19.4502896500000000|-99.155422940000000|2010-07
HOTEL SUITES MARNE|MARNE S DE RL DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|RÍO MARNE|CALLE|PLAZA CARLOS FINLAY|AVENIDA|PASEO DE LA REFORMA|CALLE|RÍO TÁMESIS|12||||0||COLONIA|CUAUHTÉMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0837|007||RECEPCION@SUITESMARNE.COM|WWW.SUITESMARNE.COM|Fijo|19.4313084200000000|-99.161427730000000|2010-07
HOTEL TACUBAYA DRIVE INN|HOTELERA TACUBAYA  SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|VIADUCTO|PRESIDENTE MIGUEL ALEMÁN|CALLE|CERRADA TRÁNSITO|CALZADA|CALZADA DE BECERRA|AVENIDA|JALISCO|29||||0||COLONIA|TACUBAYA||||11870|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1194|008||AGUSTIN.ALVAREZ.E@HOTMAIL.COM||Fijo|19.3994572100000000|-99.186380230000000|2010-07
JW MARRIOTT HOTEL CIUDAD DE MÉXICO|JW MARRIOTT SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALLE|ANDRÉS BELLO|AVENIDA|CAMPOS ELÍSEOS|CALLE|JORGE ELLIOT|AVENIDA|CAMPOS ELÍSEOS|29||||0||COLONIA|POLANCO CHAPULTEPEC||||11560|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0779|011||ANA.MATAGONZALEZ@MARRIOTTHOTELES.COM||Fijo|19.4268529200000000|-99.194766760000000|2010-07
JW MARRIOTT HOTEL CIUDAD DE MÉXICO|JW MARRIOTT SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|2 PONIENTE (FLORENCIA)|CALLE|HAMBURGO|CALLE|LONDRES|CALLE|VARSOVIA|31||GACELA|99|172||COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|095A|019||ANA.MATAGONZALEZ@MARRIOTTHOTELES.COM|WWW.MARRIOTT.COM|Fijo|19.4251083800000000|-99.166768110000000|2011-03
HOTEL TAXCO||721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|LORENZO BOTURINI|CALLE|SIMÓN BOLÍVAR|CALLE|PEÑAFIEL|PASAJE|20 DE NOVIEMBRE|68||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|003||HTAXCO@GMAIL.COM||Fijo|19.4186218500000000|-99.140167370000000|2014-12
HOTEL URBAN Y VILLAS|GRUPO HOTELERO LUAR SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|VIADUCTO|RIO DE LA PIEDAD|EJE VIAL|2 ORIENTE H.CONGRESO DE LA UNIÓN.|CALLE|SABINOS|CERRADA|SABINOS|77||||0||COLONIA|SANTA ANITA||||08300|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0255|017||HOTELURBAN@OUTLOOK.COM|WWW.HOTELURBAN.MX|Fijo|19.4044947800000000|-99.122906420000000|2014-12
HOTEL VILLAS COLONIALES|HOTELERA CAMARONES SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|3 NORTE (CALZADA CAMARONES)|PRIVADA|TERCERA PRIVADA TULA|CALLE|SEGUNDA PRIVADA TULA|CALLE|ASPIROS|575||||||COLONIA|SANTA MARÍA MANINALCO||||02050|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|0491|018||VILLASCOLONIALES@HOTMAIL.COM||Fijo|19.4745342100000000|-99.181790670000000|2010-07
HOTEL VILLAS FRANKLIN|SOLUMA SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|EJE VIAL|4 SUR (AVENIDA BENJAMÍN FRANKLIN)|CALLE|CIENCIAS|CALLE|GENERAL FRANCISCO MURGUÍA|AVENIDA|4 SUR (AVENIDA BENJAMÍN FRANKLIN)|76||||||COLONIA|ESCANDÓN||||11800|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|118A|015||CONTADOR@HFRANKLIN.COM.MX||Fijo|19.4063973300000000|-99.180543530000000|2010-07
HOTEL VILLA QUIJOTES|OPERADORA DE HOTELES CERVANTES SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|MOCTEZUMA|CALLE|HIDALGO|CALLE|AQUILES SERDÁN|CALLE|CUAUHTÉMOC|20||||0||COLONIA|ARAGÓN||||07000|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1434|004||RECERBE@HOTELVILLAQUIJOTES.COM|WWW.HOTEVILLAQUIJOTES.COM|Fijo|19.4805008300000000|-99.117187590000000|2010-07
HOTEL Y VILLAS NS|NEIROAS SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALZADA|IGNACIO ZARAGOZA|CALLE|RADIODIFUSORA|CALLE|ROSARIO CASTELLANOS|CALLE|DIÓDORO BATALLA|2455||||||COLONIA|SANTA MARTHA ACATITLA SUR||||09530|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|0619|022||MSMCONTADOR1@PRODIGY.NET.MX||Fijo|19.3760864000000000|-99.021599150000000|2014-12
HOTEL Y VILLAS PASADENA|GONTELLE SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CIRCUITO|INTERIOR (AVENIDA REVOLUCIÓN)|CALLE|RUBENS|CALLE|EMPRESA|CONTINUACION|INTERIOR (AVENIDA PATRIOTISMO)|826||||0||COLONIA|SAN JUAN MIXCOA||||03730|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|069A|002||HOTELPASADENA@HOTMAIL.COM|WWW.HOTELYVILLASPASADENA.COM|Fijo|19.3769734800000000|-99.187339410000000|2010-07
HOTEL ZARAGOZA S.A. DE C.V|JORGE VUJOSEVICH TREJO|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|Zaragoza|CALLE|Saturno|CALLE|Estrella|OTRO (ESPECIFIQUE)|Ninguno|256||||0||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0502|010||||Fijo|19.4502846200000000|-99.147791880000000|2020-04
HOTEL ZOCALO CENTRAL|REY CORTES SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALLE|5 DE MAYO|CALLE|FILOMENO MATA|CALLE|BOLÍVAR|CALLE|FRANCISCO I. MADERO|61||||0||COLONIA|CENTRO||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0771|006||AMEDINA@CENTRALHOTELES.COM|WWW.CENTRALHOTELES.COM|Fijo|19.4338992200000000|-99.134292570000000|2010-07
HOTELES CADILLAC SA DE CV|HOTELES CADILLAC SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|AVENIDA|JOSÉ MARÍA IZAZAGA|AVENIDA|BOLÍVAR|CALLE|CALLEJÓN IGUALDAD|CALLE|NEZAHUALCÓYOTL|||||35||COLONIA|CENTRO||||6080|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0964|013||||Fijo|19.4263870300000000|-99.139946270000000|2010-07
HOTELE PLAZA REVOLUCION|HOTELES FRIMONT  SA|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|JESÚS DE TERÁN|CALLE|CALLE DE LA REPÚBLICA|CALLE|TOMÁS ALVA EDISON|CALLE|JOSÉ DE EMPARAM|35||||0||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0714|003||RESERVACIONES@HOTELPLAZAREVOLCUVION.COM|WWW.HOTELPLAZAREVOLUCION.COM|Fijo|19.4361536400000000|-99.150920330000000|2010-07
HOTELERA AMABLE|HOTELERA AMABLE  SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|CALLE|REFUGIO|CALLE|LAURA|CALLE|LUISA||SN|||||COLONIA|NATIVITAS||||03500|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0331|018||||Fijo|19.3856794400000000|-99.138981030000000|2010-07
HOTELERA CAMPO REAL SA DE CV|HOTELERA CAMPO REAL SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|AVENIDA|PROLONGACIÓN DIVISIÓN DEL NORTE|CALLE|AVENIDA SAN BERNARDINO|CERRADA|NINGUNO|CALLE|CLAVEL|5171||||||COLONIA|POTRERO DE SAN BERNARDINO||||16030|09|CIUDAD DE MÉXICO|013|Xochimilco|0001|Xochimilco|0086|011||HOTELERACAMPOREAL@YAHOO.COM.MX||Fijo|19.2728241200000000|-99.119484060000000|2010-07
HOTELES Y CENTROS ESPECIALIZADOS|HOTELES Y CENTROS ESPECIALIZADOS  SA|721111|Hoteles con otros servicios integrados|101 a 250 personas|AVENIDA|CAMPOS ELISEOS|CALLE|ARQUÍMEDES|CALLE|JORGE ELLIOT|CALLE|ANDRÉS BELLO|223||||||COLONIA|CHAPULTEPEC POLANCO||||11560|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0779|003||NORMA_ARMENTA@GRUPOPRESIDENTE.COM||Fijo|19.4277829500000000|-99.193559190000000|2010-07
HOTIZ|HOTELERIA TURISTICA INTEGRADA SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|POLANCO|CALLE|LAMARTINE|CALLE|EMERSON|AVENIDA|PRESIDENTE MASARYK|63||||||COLONIA|CHAPULTEPEC POLANCO||||11560|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0783|006||CONTABILIDADPUERTA1@OUTLOOK.COM|WWW.PUERTADELMAR.COM|Fijo|19.4303703700000000|-99.189410060000000|2011-03
HOTEL CROWN PLAZA Y HOTEL HOLIDAY INN|COMERCIAL HOTELERA MEXICANA DE OCCIDENTE SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|DAKOTA|CALLE|ALTADENA|CALLE|ARIZONA|CALLE|CHICAGO|95||||0||COLONIA|NAPOLES||||03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0204|010||||Fijo|19.3958550000000000|-99.174265020000000|2010-07
HOTEL DALJE|HOTEL DALJE  SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|ALFREDO CHAVERO|CALLE|PRIVADA TRES ESTRELLAS|CALLE|AGUSTIN DELGADO|CALLE|LORENZO BOTURINI|0|SN|||||COLONIA|TRANSITO||||06820|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1163|010||||Fijo|19.4170385900000000|-99.133458210000000|2019-11
HOTEL CUORE|PROMOTORA DE HOTELES EL COLOSO SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALZADA|DE TLALPAN|PRIVADA|JUÁREZ|CALLE|CERRO DE JESÚS|CALLE|ABASOLO|3325||||0||COLONIA|SANTA ÚRSULA COAPA||||04650|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|1124|021||HCUORE@GMAIL.COM|WWW.HOTELCUORE.COM.MX|Fijo|19.3055685100000000|-99.144615060000000|2010-07
HOTEL DEL DORADO|HOTELERA MEXICANA CIEN METROS|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|CENTRAL (LAZARO CARDENAS) 1021    NUEVA INDUTRIAL VALLEJO|CALLE|MARGARITA MAZA DE JUAREZ|AVENIDA|MIGUEL OTHON DE MENDIZABAL ORIENTE|AVENIDA|CENTRAL|1021||||||COLONIA|NUEVA INDUTRIAL VALLEJO||||07700|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|0525|003||||Fijo|19.5070739200000000|-99.151184420000000|2019-11
HOTEL DEL DORADO|HOTELERA MEXICANA CIEN METROS|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|CENTRAL (LÁZARO CARDENAS)|EJE VIAL|MARGARITA MAZA DE JUÁREZ|AVENIDA|MIGUEL OTHÓN DE MENDIZABAL ORIENTE|AVENIDA|CENTRAL|||||1021||COLONIA|NUEVA INDUSTRIAL VALLEJO||||7700|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|0525|003||||Fijo|19.5070739200000000|-99.151184420000000|2010-07
HOTEL DEL SINDICATO NACIONAL DE TRABAJADORES DEL SEGURO SOCIAL|SINDICATO NACIONAL DE TRABAJADORES DEL SEGURO SOCIAL AC AC|721111|Hoteles con otros servicios integrados|11 a 30 personas|PEATONAL|2 SUR (JUAN ESCUTIA)|CALLE|5|CIRCUITO|10|CALLE|5|99||||0||COLONIA|SAN MIGUEL CHAPULTEPEC||||11850|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0891|022||||Fijo|19.4170341100000000|-99.179260920000000|2010-07
HOTEL DEL REY|PEDRAS SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|MIGUEL ALEMAN|AVENIDA|DIVISIÓN DEL NORTE|AVENIDA|SAN FRANCISCO|EJE VIAL|4 SUR (XOLA)|9||||||COLONIA|DEL VALLE||||03100|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0045|011||HOTEL.DELREY@LIVE.COM.MX||Fijo|19.3997256100000000|-99.169509230000000|2010-07
HOTEL DEL PRINCIPADO|HOTEL DEL PRINCIPADO SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|LONDRES|CALLE|DINAMARCA|CALLE|NÁPOLES|CALLE|LIVERPOOL|42||||0|SN|COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0841|001||HPRINCIPADO@HOTELDELPRINCIPADO.COM.MX|WWW.HOTELDELPRINCIPADO.COM.MX|Fijo|19.4273422100000000|-99.159745500000000|2010-07
HOTEL DEL PRADO|HOTELERA GALERIAS  SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|MARINA NACIONAL|CIRCUITO|INTERIOR (CALZADA MELCHOR OCAMPO)|CALLE|BAHÍA LA ASCENSIÓN|CALLE|BAHÍA LA ASCENSIÓN|193||||0|SN|COLONIA|VERONICA ANZURES||||11300|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0603|021||CONTRALORIA@HOTELDELPRADO.COM.MX||Fijo|19.4372148800000000|-99.171567810000000|2010-07
HOTEL GALERIA PLAZA|VARHAM SA DE CV|721111|Hoteles con otros servicios integrados|251 y más personas|CALLE|HAMBURGO|CALLE|NÁPOLES|CALLE|DINAMARCA|CALLE|HAMBURGO|195||||0|SN|COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0945|002|||WWW.GALERIAPLAZAHOTELS.COM.MX|Fijo|19.4246851600000000|-99.168021130000000|2010-07
HOTEL FOUR SEASON MEXICO DF|INMOBILIARIA NACIONAL MEXICANA SAPI DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALLE|HAMBURGO|AVENIDA|LIEJA|CALLE|BURDEOS|AVENIDA|PASEO DE LA REFORMA|325||||0||COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0945|019||JUAN.CHAVARIN@FOURSEASONS.COM|WWW.FOURSEASONS.COM|Fijo|19.4220033700000000|-99.173708480000000|2010-07
HOTEL FOUR POINTS BY SHERATON MÉXICO CITY COL ROMA|HOTEL SORA  SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|ÁLVARO OBREGÓN|CALLE|FRONTERA|CALLE|MÉRIDA|CALLE|CHIHUAHUA|38||||0||COLONIA|ROMA NORTE||||06700|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1110|025||GUILLERMO.BERMUDEZ@FOURPOINTSMXROMA.COM|WWW.FOURPOINTSMX.COM|Fijo|19.4186724700000000|-99.156623400000000|2010-07
HOTEL FLEMING|HOTELERA FLEMIN  SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|REVILLAGIGEDO|CALLE|VICTORIA|CALLE|AYUNTAMIENTO|AVENIDA|BALDERAS|35||||0||COLONIA|CENTRO||||06050|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0748|024||HOTELFLEMIN@HOTMAIL.COM.MX|WWW.FLEMIN.COM.MX|Fijo|19.4324714400000000|-99.146356220000000|2010-07
HOTEL FINISTERRE|INMOBILIARIA ANAGLOS SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALZADA|CALZADA DE TLALPAN|CALZADA|CALZADA DE TLALPAN|CALLE|PUERTO RICO|CALLE|VIRGINIA|2043||||0||COLONIA|PARQUE SAN ANDRÉS||||04040|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0164|004||CONTACTO@HOTELFINISTERRE.COM.MX|WWW.HOTELFINISTERRE.COM.MX|Fijo|19.3442865900000000|-99.144577120000000|2010-07
